i,j,prediction
349,36,9.315292063398178e-07
349,37,4.705654622012446e-15
349,38,1.3301879992244293e-07
349,39,0.010037852750079788
350,0,0.010787842106095557
350,1,0.016271753058228505
350,2,0.08209516644257048
350,3,0.024184064339688602
350,4,4.937638765366681e-05
350,5,0.04862671513477892
350,6,0.3984671765274399
350,7,0.012748601772119054
350,8,0.009422965029865296
350,9,0.019782399642749124
350,10,0.0003773209804343725
350,11,0.000988996068376918
350,12,0.002067389243001255
350,13,0.00013573812394688915
350,14,0.0028212787608526556
350,15,0.07697405063959646
350,16,0.0029793852260018173
350,17,0.00130537032068126
350,18,0.0368810577009777
350,19,1.752475983180106e-15
350,20,0.0005678645721659775
350,21,0.00042011681747621633
350,22,0.009712983378277092
350,23,9.775215819330864e-05
350,24,0.002295231962558944
350,25,7.456219362111943e-07
350,26,7.938501698630808e-06
350,27,2.362768333115608e-09
350,28,0.09041540159271212
350,29,0.010868742487087479
350,30,0.005805741043513007
350,31,8.742513345348253e-05
350,32,0.0003910907806127891
350,33,0.008955393678630586
350,34,0.007448563121169643
350,35,1.1619535615947526e-21
350,36,2.0291921676247676e-11
350,37,4.12398424392611e-15
350,38,3.0716590432898526e-08
350,39,0.009326984845265776
351,0,0.0002705399692186082
351,1,0.03266112736926727
351,2,1.362459216163019e-06
351,3,0.038962214139925656
351,4,2.3732861266111338e-09
351,5,0.010532406591886409
351,6,0.260199498394976
351,7,0.01236359353048675
351,8,0.09575770746029905
351,9,0.0008183333946848397
351,10,0.013695856727986403
351,11,0.014186660284934241
351,12,0.0013151696521354855
351,13,0.049788799574459516
351,14,0.004527019283871647
351,15,0.01901283983798834
351,16,0.032179254875139146
351,17,0.0004742438963582919
351,18,6.8456162021468094e-12
351,19,4.0922526121929974e-14
351,20,4.112836199429179e-06
351,21,0.0025604066442185807
351,22,6.992911346366792e-14
351,23,0.013033369356091937
351,24,0.01278298224541589
351,25,1.0069328723895929e-06
351,26,1.6858385086787933e-06
351,27,0.028532945319755764
351,28,0.024288057472454373
351,29,1.051474081084061e-06
351,30,0.09054045651062924
351,31,0.004511585238935645
351,32,6.644666357148497e-05
351,33,0.04099709380708588
351,34,0.011960010837206056
351,35,0.0013032599102124685
351,36,3.234157385256092e-11
351,37,0.0002305045270616841
351,38,0.005753926562041241
351,39,0.046567419429520605
352,0,0.043646389143397656
352,1,0.0543634291262279
352,2,0.023174794070809652
352,3,0.013205517576268647
352,4,3.6788359646448037e-07
352,5,0.07016923578237358
352,6,0.08465988492887867
352,7,0.004846511163572553
352,8,0.021994761258870735
352,9,2.189477052392023e-09
352,10,0.021128124503745748
352,11,0.0497159923637397
352,12,0.009429823431411972
352,13,0.0006949266428461232
352,14,0.000116175803055623
352,15,6.488728046081538e-05
352,16,0.0001924597019272461
352,17,0.0406474197449247
352,18,0.0035395726731965883
352,19,0.0014287854317009449
352,20,2.5091946184528555e-05
352,21,0.010759385859748236
352,22,7.222870095793338e-07
352,23,0.014082323906265206
352,24,0.0003882135674643517
352,25,0.016365533075807997
352,26,9.483340224048044e-15
352,27,0.0011869891067051454
352,28,0.006359147818149311
352,29,4.394291193853314e-11
352,30,0.025225132673140055
352,31,9.275660662907222e-17
352,32,2.5787294889921804e-09
352,33,0.019957266088344153
352,34,0.11664881450893577
352,35,2.832877106755248e-06
352,36,2.2746083069142664e-25
352,37,0.0043418259476121395
352,38,7.941195427163905e-13
352,39,0.14658037883862451
353,0,0.004662665543560846
353,1,0.024299979132009875
353,2,1.1470120109295076e-06
353,3,0.02305370055266001
353,4,0.032096298355034886
353,5,0.0371370048199855
353,6,0.21498564641225132
353,7,0.003353681539491571
353,8,0.00041716431823732867
353,9,0.030724123333037447
353,10,0.00161313054311384
353,11,0.01658750285964005
353,12,2.9176205279684073e-05
353,13,0.00272246447712635
353,14,6.893108859185549e-05
353,15,0.002671992995893274
353,16,0.04067406555520937
353,17,8.600157492604876e-09
353,18,2.131615593080761e-05
353,19,5.057963806928025e-07
353,20,0.023466778942273777
353,21,0.0013869061605512737
353,22,1.2001542967129193e-12
353,23,2.3382593939007067e-05
353,24,2.3923097181137365e-05
353,25,5.251852818333629e-08
353,26,6.46678029515604e-05
353,27,0.010765562639758938
353,28,3.0551831952072657e-06
353,29,1.8402763403977604e-09
353,30,0.09940599211829586
353,31,5.977050366044789e-08
353,32,0.0005051651846070877
353,33,0.0031654302608863363
353,34,0.0629408453370666
353,35,0.0003424190875787126
353,36,1.513933404327082e-13
353,37,4.143084641723748e-08
353,38,6.833875119139519e-05
353,39,0.0660666596627766
354,0,0.002566817873131194
354,1,0.08114887251933868
354,2,1.6884141247623647e-05
354,3,0.01783308753836585
354,4,5.063778042436834e-13
354,5,0.05698960752590372
354,6,0.3061414310845297
354,7,0.03750965009329262
354,8,0.02278638768130964
354,9,5.0268655083872725e-09
354,10,0.0034203315136396573
354,11,0.01028690251230327
354,12,0.0005892940257250615
354,13,1.3510103652027673e-05
354,14,0.0010606602463336728
354,15,0.047604500225953555
354,16,0.004056110664635926
354,17,0.007555302927031581
354,18,0.0016617041192551801
354,19,1.0562839587658054e-13
354,20,9.156099991245642e-14
354,21,0.0046538378762962405
354,22,0.002530678827664185
354,23,1.1231701481671912e-06
354,24,2.338402986449032e-06
354,25,0.008856573273433895
354,26,0.01599594588577322
354,27,0.0005009207023870486
354,28,0.00032289423804143954
354,29,0.007810523853241029
354,30,0.0319459604052298
354,31,0.0031890294316381925
354,32,2.413284462761073e-06
354,33,0.018197894820864823
354,34,0.028336923556686662
354,35,2.868601082749281e-16
354,36,7.409718840997464e-38
354,37,0.0037789090508521875
354,38,0.0015657637647611916
354,39,0.01585797419222476
355,0,0.10893361832936208
355,1,0.041231127577775376
355,2,0.0046565540362843594
355,3,0.046459208992446
355,4,1.1490450830900896e-11
355,5,0.09934990270228267
355,6,0.11602656192910307
355,7,0.047865153183408914
355,8,0.0019988567946901533
355,9,0.00283464578160353
355,10,0.020302918359104416
355,11,0.012666631479611534
355,12,1.5131414114867662e-09
355,13,0.0013991239285776654
355,14,1.8348855908932923e-07
355,15,0.0655038624793772
355,16,0.001584701466505258
355,17,0.0008188740168511503
355,18,2.0154492861281108e-07
355,19,1.7084644008562937e-07
355,20,5.491334498625541e-06
355,21,0.011674510757950625
355,22,0.012318918488431585
355,23,2.7322021862163785e-12
355,24,0.005292225408143242
355,25,0.004788207213144829
355,26,1.31792596610043e-40
355,27,0.0077725536885738895
355,28,0.08165164005950987
355,29,0.0002727618424240428
355,30,0.017289000786569867
355,31,1.1292239581599956e-11
355,32,6.242086433657748e-05
355,33,0.027811384930211562
355,34,0.0885054044520642
355,35,0.002102981874648798
355,36,1.829358609814922e-21
355,37,6.997432405065352e-06
355,38,0.021656431130868584
355,39,0.0015050476172300809
356,0,0.04750685465825746
356,1,0.12351509956264156
356,2,0.03896325945395172
356,3,0.021381857186537345
356,4,0.00955583246340849
356,5,0.0395430136360518
356,6,0.1611293818822285
356,7,0.0216750914191158
356,8,0.0021502274224191827
356,9,0.023473033153173724
356,10,0.00521573246822995
356,11,0.05217274533957968
356,12,0.0022091780896772357
356,13,0.016267498716158044
356,14,0.005142151286532102
356,15,0.035964450178152335
356,16,0.0035621717634712795
356,17,4.020200537965243e-09
356,18,1.3604491156106182e-09
356,19,3.286066820300547e-22
356,20,7.821379672362084e-23
356,21,0.049823860427405775
356,22,0.00010540578611813252
356,23,4.130078630164554e-06
356,24,1.5719732206569059e-07
356,25,4.8932165129006814e-05
356,26,6.56095185013048e-14
356,27,8.383784036757837e-05
356,28,0.005257275428519127
356,29,2.7747650784809095e-10
356,30,0.029440493615068147
356,31,0.0003736109811279312
356,32,4.287495073295067e-05
356,33,0.014352896961126798
356,34,0.02314233423917903
356,35,9.851952833593902e-09
356,36,0.0014437162015767974
356,37,4.09862671205172e-14
356,38,0.0012473154222163102
356,39,0.0007127077322146059
357,0,0.04036653392707035
357,1,0.03382826387835304
357,2,0.004831800954466562
357,3,0.00022019047104273622
357,4,3.3615350865580564e-12
357,5,0.03428759356977582
357,6,0.21225179191999843
357,7,0.07683430223548635
357,8,0.0008443332495701158
357,9,6.037506975561623e-07
357,10,0.042253042356244136
357,11,0.015899291809050028
357,12,0.014460109496690682
357,13,0.009086549119381511
357,14,0.05509760424043821
357,15,0.0425845422857321
357,16,2.6072538885426076e-07
357,17,0.004995050084293667
357,18,0.0052390846342369015
357,19,6.508454488100018e-06
357,20,1.9643818876907805e-52
357,21,0.00786057342509224
357,22,2.1542802700742798e-10
357,23,0.008285822140447659
357,24,7.425842495243058e-07
357,25,4.107735833661206e-06
357,26,0.00010645200909598902
357,27,1.459829703714025e-28
357,28,7.731587853536367e-07
357,29,5.086324804507625e-05
357,30,0.053297246902510025
357,31,1.2148179378931865e-12
357,32,0.036974836630503514
357,33,0.057479964415356424
357,34,0.05999700664054883
357,35,0.00044309126640562207
357,36,5.336292128315562e-16
357,37,1.9191731070007725e-14
357,38,2.8368707033651767e-11
357,39,0.051748849186132144
358,0,0.014145356380245156
358,1,0.04932842780457191
358,2,0.0035827777222533653
358,3,0.007839911489759844
358,4,4.2082843398702724e-13
358,5,0.02384538389054953
358,6,0.24414565584819967
358,7,0.04582494401675041
358,8,0.002297333091183226
358,9,0.00020725796937275624
358,10,0.01335333671341221
358,11,0.0006526238975834622
358,12,0.0007965551541425853
358,13,0.0004324961940627992
358,14,0.0013310867831524914
358,15,0.03878636317887564
358,16,0.004019868275745203
358,17,3.107753546986426e-07
358,18,5.914316587311876e-10
358,19,0.0033336876294063
358,20,3.661078462590765e-21
358,21,0.009530607556236517
358,22,0.023029885011488237
358,23,6.359677291183782e-12
358,24,2.9286506481948835e-09
358,25,0.0005536992598672256
358,26,6.984119181600351e-09
358,27,0.0021968966357983235
358,28,0.08279154046025541
358,29,0.00018901815422945692
358,30,0.08096703175286181
358,31,2.5497021635390247e-10
358,32,0.01479621077571366
358,33,0.04432247416474242
358,34,0.0279847345580094
358,35,4.817182116953444e-10
358,36,0.0028067601278263256
358,37,0.0001432191711637712
358,38,1.14849863485834e-06
358,39,0.0014948412861374382
359,0,0.01173223397966526
359,1,0.0013440110355707597
359,2,0.010513422765561773
359,3,0.023361655415713688
359,4,0.015132192829401998
359,5,0.05084231039301561
359,6,0.3446384790892849
359,7,0.12690072471178837
359,8,0.0011669769989707437
359,9,0.0010870917165321553
359,10,1.4048329366716189e-05
359,11,0.023174163379206004
359,12,0.0008284393091308739
359,13,9.356846359640526e-07
359,14,0.01623729054701478
359,15,1.1304507240731989e-06
359,16,4.3422958404631874e-07
359,17,1.0335287366721014e-07
359,18,4.635575451503915e-09
359,19,5.815260884706193e-46
359,20,1.5065122254824502e-18
359,21,0.012088211902197202
359,22,9.834523123503877e-12
359,23,0.021282053848307874
359,24,1.6745983786011625e-05
359,25,1.4790731190681228e-17
359,26,7.810722548853305e-13
359,27,0.00010512963406015685
359,28,4.5855528384713906e-05
359,29,0.005133433276993701
359,30,2.5527726002977006e-05
359,31,0.009536275592524195
359,32,0.07052575365827804
359,33,0.1038926661277404
359,34,0.05303218274855001
359,35,1.4950955101399078e-13
359,36,2.761178932992715e-08
359,37,5.261313038481333e-10
359,38,1.0076212877049813e-11
359,39,0.018986184616624515
360,0,0.050266642353098565
360,1,0.015988710544499747
360,2,0.07999384261153923
360,3,0.019764692945477308
360,4,0.012273848003688689
360,5,0.006773976562881935
360,6,0.15421627173375624
360,7,0.03577322605659321
360,8,0.006294688584928361
360,9,0.02676482709994763
360,10,0.008974931075668206
360,11,0.018803148550167265
360,12,0.0016785164750361852
360,13,0.07454249052768995
360,14,0.0021133617845148322
360,15,0.034295869744886916
360,16,0.004818174232389801
360,17,1.773246693362096e-12
360,18,0.0031663366134583983
360,19,0.0007536417368105644
360,20,1.4643999397791682e-14
360,21,0.01797998064765534
360,22,6.750002515715353e-11
360,23,2.377422484533271e-25
360,24,0.029443074018806793
360,25,0.0023215486825296067
360,26,3.120639524483223e-08
360,27,8.733486827438582e-05
360,28,0.04079665737160375
360,29,0.004613672412631616
360,30,0.0015249904198794974
360,31,1.3996985126498661e-21
360,32,0.003747435182030495
360,33,0.10317604117779788
360,34,0.006882829219418465
360,35,0.0017466416333849382
360,36,2.517618476515197e-08
360,37,5.619907724399167e-09
360,38,0.0016126146372857177
360,39,0.002803840101656592
361,0,0.021687870201691623
361,1,0.011828623752961408
361,2,2.135853499618591e-06
361,3,0.0003855130044687705
361,4,3.40404733234606e-06
361,5,0.002947929810160123
361,6,0.1312534908178135
361,7,0.006193756507029225
361,8,0.002132298756334174
361,9,0.008481347172582334
361,10,0.0005200377205306978
361,11,0.013213282230296391
361,12,4.921063628284733e-08
361,13,0.029979129587698373
361,14,0.010664984921801629
361,15,0.12063823596719563
361,16,0.007619275667955573
361,17,0.07139311566811493
361,18,2.8737576240570912e-06
361,19,0.012637631349615888
361,20,3.694877196408402e-27
361,21,0.07048417525048434
361,22,2.3395274116209723e-15
361,23,0.021631839293591762
361,24,0.015028587543946627
361,25,0.0001678413384413361
361,26,3.1737970201654396e-34
361,27,2.7167523558804143e-07
361,28,0.008345110610649194
361,29,2.0742324559644564e-06
361,30,0.036168775905116905
361,31,0.0001331632672492269
361,32,3.47411497890201e-06
361,33,0.052278799400926855
361,34,0.032185666876874054
361,35,7.166725998417604e-05
361,36,0.009180605696944661
361,37,0.0022415186566975033
361,38,5.796298863904259e-15
361,39,0.01722187028283959
362,0,0.04422364094056215
362,1,0.09283503942949652
362,2,4.215498194601928e-08
362,3,0.016600265020235885
362,4,8.738722197375644e-05
362,5,0.028616930580215912
362,6,0.09679154694367867
362,7,0.040412360741007375
362,8,0.004494281297680215
362,9,1.0837578178532797e-18
362,10,0.00014254547052443102
362,11,0.0043476609342779
362,12,0.008393421366118965
362,13,0.004378730408095881
362,14,0.001466992304753655
362,15,0.02335868161602369
362,16,0.06114994174881152
362,17,5.9487718297774526e-05
362,18,0.0007826573529789084
362,19,1.5301980249887838e-09
362,20,0.0006768583072310494
362,21,0.016228424005220034
362,22,7.610248875027057e-09
362,23,0.015316154985140057
362,24,6.834792980559401e-05
362,25,1.5708671379270912e-09
362,26,1.0663627822695348e-44
362,27,6.727236293013367e-16
362,28,0.0006951586935650208
362,29,0.0889104853882579
362,30,0.02451720231271916
362,31,1.1766260383817473e-05
362,32,0.006443623252244141
362,33,0.042503671069580876
362,34,0.0004841100391802693
362,35,3.6660706521702855e-18
362,36,0.0016492711406397608
362,37,1.8950022790441535e-06
362,38,3.9021401276705655e-05
362,39,0.09847703112462622
363,0,0.03300814149181599
363,1,0.009248297800152676
363,2,0.039518274291272144
363,3,0.0006822312621890735
363,4,0.00010830944321426788
363,5,0.0010796589646401237
363,6,0.32080959663032177
363,7,0.005619028517693741
363,8,0.0004510071383171644
363,9,0.008847939156489364
363,10,0.02152266271790526
363,11,0.03890972746085281
363,12,0.0024894442997009662
363,13,0.07488904112943595
363,14,0.0050627884654591065
363,15,0.03662865405557412
363,16,0.003131338314797048
363,17,0.006785048135543834
363,18,4.413254958189385e-13
363,19,2.6098492986288344e-05
363,20,5.416057275158494e-24
363,21,0.0020036236460483437
363,22,0.0006815830420068251
363,23,2.4111541842888726e-22
363,24,0.0003907078805895399
363,25,0.011418813763000869
363,26,7.041777811228863e-14
363,27,2.0935306172172873e-07
363,28,0.00806985929440514
363,29,1.7040550418052165e-11
363,30,0.0102222711713784
363,31,1.6082015540903142e-11
363,32,0.00012755651425134742
363,33,0.006462379563375967
363,34,0.013334317432226114
363,35,9.225224468226552e-06
363,36,2.8522418964612175e-33
363,37,1.1394440647352927e-27
363,38,1.6574561547571742e-11
363,39,0.047291296290091156
364,0,0.04813144414443723
364,1,0.05776709647949238
364,2,0.01718529669805672
364,3,0.00010683579484510548
364,4,0.00010974281135993664
364,5,0.023383173564243066
364,6,0.11371231628766103
364,7,0.029574734388134728
364,8,2.9712596847764865e-05
364,9,0.030322072221201514
364,10,0.0007537695784901099
364,11,0.0019495285096491563
364,12,0.0009415869294295828
364,13,0.0075016148968294364
364,14,0.001749441313268807
364,15,0.07269796634994188
364,16,0.0014643085012416262
364,17,0.007359147023925535
364,18,0.0003740465473760798
364,19,0.008724264243740648
364,20,1.236603391474975e-20
364,21,0.02706772578139632
364,22,0.0028692706885909743
364,23,0.0006103579054160498
364,24,0.0018932204517670588
364,25,0.00018698843725994203
364,26,1.4590393538268324e-11
364,27,4.603103197374549e-07
364,28,0.005265244504151152
364,29,0.0028227244437865925
364,30,0.13364423684403542
364,31,1.141001017000112e-12
364,32,0.00034234993440080433
364,33,0.003791320634685084
364,34,0.005258697073203545
364,35,0.011018969381990349
364,36,6.918597018112034e-27
364,37,0.009553322562694063
364,38,0.022484158029112928
364,39,0.14212301576535344
365,0,0.04663073388323242
365,1,0.004998415294919905
365,2,0.0006894857649591323
365,3,0.010790802259191535
365,4,1.0133270765514528e-05
365,5,0.08810836908818873
365,6,0.17375383351701432
365,7,0.03400437408532858
365,8,0.0020655096029761626
365,9,0.001070891552077646
365,10,0.001802556923463472
365,11,0.018191333949995957
365,12,0.000475979746657831
365,13,0.021739530084657392
365,14,4.58539843248113e-06
365,15,0.007152564933509835
365,16,0.021978107041977384
365,17,0.0024087843475658513
365,18,0.0013203447722254552
365,19,8.64389282908504e-08
365,20,5.403876111374533e-07
365,21,6.704302255194604e-05
365,22,0.08235227015594948
365,23,1.2791490179232134e-10
365,24,1.6215424726176395e-09
365,25,0.016258547359242793
365,26,0.0004637100136283329
365,27,0.017234690137538655
365,28,0.012875897238651396
365,29,7.787328217751902e-06
365,30,0.038930338819355995
365,31,1.0271810791824051e-10
365,32,0.00022404456856109167
365,33,0.11483316590314306
365,34,0.04590452854229911
365,35,1.2673046963539751e-14
365,36,0.004136520164849898
365,37,4.5616876352078516e-05
365,38,0.0003203705083839008
365,39,0.006023388662937838
366,0,0.037198712914318685
366,1,0.07863768753854793
366,2,0.01676206250418901
366,3,0.0006823209598785942
366,4,9.924314294650205e-06
366,5,0.015435862798714853
366,6,0.12215057381462598
366,7,0.014388289829034165
366,8,0.0021020065133404552
366,9,0.0005429201856789709
366,10,0.0582857736326974
366,11,0.03906153814613771
366,12,0.020380886915551597
366,13,0.0019711064078238236
366,14,0.004501685034510849
366,15,0.00864581648884008
366,16,0.029099403915464884
366,17,2.9126456347263796e-05
366,18,8.983664700566518e-20
366,19,4.865664003325308e-11
366,20,1.8778228132928732e-06
366,21,0.02272881924972922
366,22,1.2438815616436603e-10
366,23,9.045363434120834e-11
366,24,0.01742846257589443
366,25,9.273819768547299e-26
366,26,4.258068157215385e-05
366,27,5.368178131831336e-09
366,28,0.007752257169589311
366,29,0.00045673289220110304
366,30,0.021100833185749703
366,31,2.4655547728423414e-19
366,32,0.008774643143750569
366,33,0.12867106764727934
366,34,0.009005920869382431
366,35,6.10427385604285e-09
366,36,3.012512269670306e-23
366,37,7.139892441884523e-05
366,38,5.07411861086672e-15
366,39,0.0763740824820304
367,0,0.009184686685766658
367,1,0.0266616255103192
367,2,0.010690150658740936
367,3,0.00590888589415308
367,4,0.009563582975514028
367,5,0.0010357829600650284
367,6,0.21060648826137934
367,7,0.008035587637668156
367,8,0.005502641419687937
367,9,5.682059806865145e-10
367,10,0.0028280950142988764
367,11,1.4441483741413362e-05
367,12,1.675441091679029e-06
367,13,1.0998031679188257e-09
367,14,0.0019418941212794541
367,15,0.030835036866768747
367,16,0.04560701459861439
367,17,0.002424554861164457
367,18,3.685108006224204e-11
367,19,7.703025971706264e-17
367,20,1.6364821460630247e-35
367,21,3.184981905433974e-06
367,22,0.00024254366908053635
367,23,0.003250987328549554
367,24,0.00047185299446854113
367,25,0.0032516507584978835
367,26,2.457138571646968e-08
367,27,0.000571403932774978
367,28,0.046992894711248394
367,29,5.697590300629348e-05
367,30,0.16415614479336138
367,31,7.243771918608783e-22
367,32,0.05307873314044851
367,33,0.08207720384308746
367,34,0.0893373387409643
367,35,1.2668282220276788e-09
367,36,1.0891395848525534e-12
367,37,7.55304853849769e-11
367,38,4.66367768937976e-08
367,39,0.004237521036147878
368,0,0.007814311101410575
368,1,0.007388821114265166
368,2,0.016793373178025647
368,3,0.0416155596975719
368,4,0.00010088908317877022
368,5,0.007229329012590209
368,6,0.18161685345819611
368,7,0.009834875948037307
368,8,0.02359945257963126
368,9,8.694880918825036e-12
368,10,0.017465184152257344
368,11,2.4582889983600938e-05
368,12,7.84754997911574e-06
368,13,0.0004457248683662706
368,14,0.0010471621324941562
368,15,0.057648747574700676
368,16,0.006127393955790836
368,17,7.212499097019787e-07
368,18,4.401905774242314e-12
368,19,4.468123598909093e-11
368,20,3.784378963799158e-13
368,21,0.003393543819248113
368,22,0.0010319383508827268
368,23,1.896932335893452e-14
368,24,0.0026891609522819646
368,25,0.0016867494788293418
368,26,0.002048365770496983
368,27,7.53140342289994e-06
368,28,0.009852086586637995
368,29,6.011984981337814e-08
368,30,0.022360656000481146
368,31,0.0006103410403983303
368,32,0.004737010278774799
368,33,6.179056605357614e-06
368,34,0.003417120856850538
368,35,0.0062802534624612424
368,36,2.9601969451118487e-10
368,37,3.985360100322968e-22
368,38,0.010661092484748466
368,39,0.1277059144552106
369,0,0.0335237271499333
369,1,0.010884299286616996
369,2,0.020013641316503253
369,3,0.0460036456160852
369,4,0.000788235211238446
369,5,0.10806813068618001
369,6,0.20328091551311686
369,7,0.0010342305012494776
369,8,0.014866575572884799
369,9,0.0005790482731588425
369,10,0.0546397329847805
369,11,0.0006644605594407923
369,12,7.915515290001523e-06
369,13,0.012456861106135038
369,14,0.0005369118921996644
369,15,0.06923615324840855
369,16,0.05362436829343326
369,17,5.684864056095172e-07
369,18,0.022260509748982176
369,19,4.0374570093336377e-17
369,20,1.4832948902652304e-34
369,21,0.0723564810894318
369,22,1.615163000994676e-08
369,23,0.013901329343689083
369,24,0.010858587026468329
369,25,0.0001662915764960496
369,26,0.00027713155533684396
369,27,1.7952030023372371e-06
369,28,5.232105737985591e-05
369,29,0.013222637514991701
369,30,0.08173427845439721
369,31,0.016277488096542586
369,32,0.009437376194288747
369,33,0.017637952015170308
369,34,0.027216015639670448
369,35,5.998659785436652e-09
369,36,1.732596109857444e-18
369,37,0.027371106635198143
369,38,6.0021949221688915e-06
369,39,0.026972119027941877
370,0,0.013489547004792851
370,1,0.07776926208663065
370,2,0.03394568955894293
370,3,0.03985525536858828
370,4,4.683798912003619e-05
370,5,0.023142682373809703
370,6,0.21739719834494986
370,7,0.03333154341467703
370,8,0.022954890472278108
370,9,8.789975945822912e-06
370,10,0.007941110549557586
370,11,0.10444603241475214
370,12,0.010716546833144552
370,13,0.0509085235699787
370,14,0.027959148748566014
370,15,0.007409258055194895
370,16,0.0004527675146825035
370,17,1.7569255983101023e-05
370,18,0.019646536626277664
370,19,1.9356068167256925e-29
370,20,3.1226478097821638e-09
370,21,0.004633496751411056
370,22,3.8813677424183283e-14
370,23,0.00044352132282900235
370,24,8.979002880191213e-08
370,25,3.7574365037068003e-17
370,26,5.758671083091273e-05
370,27,0.005339450103289194
370,28,3.496397743051064e-08
370,29,2.8615669091629388e-05
370,30,0.021087988476176912
370,31,2.713273743549696e-31
370,32,0.022906275661140604
370,33,0.05601447094618828
370,34,0.0044495925102556524
370,35,3.09837221258557e-09
370,36,1.682960135799422e-21
370,37,1.7432558466546313e-09
370,38,0.0010406484203829577
370,39,0.0015203951374961778
371,0,0.04679489933191713
371,1,0.09107198688115793
371,2,0.005999278925326876
371,3,0.0001013622309264813
371,4,0.007348447827534888
371,5,0.020900073710732596
371,6,0.09811820865041591
371,7,0.00021404267791576748
371,8,0.0005254039617019269
371,9,2.56367630033821e-13
371,10,0.0035938013087210285
371,11,9.69608383514235e-05
371,12,1.910897297803164e-07
371,13,0.0006433044855994778
371,14,0.0011483451993459966
371,15,0.006802574871604331
371,16,0.004518891041465141
371,17,0.0018594926340713938
371,18,0.006097174490102158
371,19,1.295620372217289e-11
371,20,0.00011260450173241718
371,21,0.002147451884424535
371,22,0.01020092013689259
371,23,3.0437910951218646e-05
371,24,1.376295456171271e-05
371,25,2.1133044424264265e-19
371,26,8.410761826005956e-05
371,27,1.1853004427887815e-09
371,28,0.00407296639532964
371,29,0.0020499122045795747
371,30,0.08043114522358358
371,31,0.0008020633835497664
371,32,0.0005269992574103841
371,33,0.028441805817224424
371,34,0.05743601618483888
371,35,2.796190096352864e-06
371,36,5.960985565577245e-42
371,37,3.5380855032902884e-06
371,38,1.1421830652797829e-09
371,39,0.04840335176310616
372,0,0.11357056119110939
372,1,0.044164502707090006
372,2,0.15568743793128523
372,3,0.001847984443905163
372,4,6.448994356419409e-06
372,5,0.022577516927038528
372,6,0.24191842186535215
372,7,0.009431347831738006
372,8,0.0005042101724909499
372,9,0.00041221244450281885
372,10,1.6303898846428392e-05
372,11,0.09102144626507605
372,12,4.1519906544666743e-07
372,13,0.02844555475227457
372,14,0.001681752086347301
372,15,0.029934009266099803
372,16,0.00026092734923607684
372,17,3.182984524475451e-07
372,18,2.509604357870555e-05
372,19,4.822994782449223e-23
372,20,0.0036641246090490186
372,21,1.1004399092524336e-05
372,22,4.521074656260794e-05
372,23,5.562378961959701e-17
372,24,0.002392889016231123
372,25,2.5478293972188537e-05
372,26,1.2158025154968442e-24
372,27,1.4895209448184785e-11
372,28,0.00404903524475183
372,29,0.018248933766741946
372,30,0.004952444017760332
372,31,2.0148882095234805e-15
372,32,0.0007935001584255958
372,33,0.04628625265947861
372,34,0.019374450509563625
372,35,4.022946912403049e-05
372,36,2.5870007653116215e-12
372,37,6.7574358662287995e-21
372,38,8.204523098400927e-06
372,39,0.015507564935068148
373,0,0.007447872804015539
373,1,0.04313501223842214
373,2,0.006279963166092402
373,3,5.4980143429637564e-05
373,4,3.057850073207422e-14
373,5,0.041122944802488716
373,6,0.09551120512082428
373,7,0.012066841227228346
373,8,0.03023212116233263
373,9,7.752006727232728e-06
373,10,4.4892626705807695e-05
373,11,0.027663651297448303
373,12,0.009839300991108078
373,13,7.458059161552704e-07
373,14,0.03661877968989427
373,15,0.04824058141645392
373,16,0.0028685782169349566
373,17,0.0001938193070325697
373,18,1.1502278772719868e-09
373,19,4.822680543548145e-51
373,20,0.0014619184168515051
373,21,1.174701005347264e-05
373,22,3.297518428128145e-05
373,23,4.509552771660367e-64
373,24,0.0041976882732330445
373,25,0.00027519989362451966
373,26,4.83309280761022e-08
373,27,3.3731454644311735e-20
373,28,0.0006437905678345009
373,29,7.903224569384986e-06
373,30,0.07582125802667077
373,31,2.2015812956116966e-44
373,32,0.00026108831229632403
373,33,0.053821547360359955
373,34,0.06280226816284215
373,35,7.823176239863693e-16
373,36,0.0001332305675237244
373,37,0.010881330730334756
373,38,0.0034162095750705102
373,39,0.011808401117551206
374,0,0.005390737466868991
374,1,0.05912511276973432
374,2,0.0004023303565561413
374,3,0.026356162210415566
374,4,2.1676707032338867e-11
374,5,0.006419962591883785
374,6,0.2758307314490075
374,7,0.047556599269470735
374,8,0.02095046736154779
374,9,7.88288949249118e-07
374,10,0.01757477050516776
374,11,2.9304061035185463e-08
374,12,0.011498400400808044
374,13,0.0012753284812466225
374,14,0.008798673429212301
374,15,0.07194182817170156
374,16,0.00016153364715921684
374,17,0.006502273471853179
374,18,0.024570156707334312
374,19,5.310514303414974e-09
374,20,0.006131600174968358
374,21,0.03359591279749013
374,22,0.0007183855998540642
374,23,7.358984430302169e-14
374,24,0.00022761583263601314
374,25,9.478707600583875e-13
374,26,9.701269149684552e-18
374,27,7.399304893878357e-12
374,28,0.03185918251766773
374,29,0.05936897475991523
374,30,0.058596347426179765
374,31,8.732593890401976e-08
374,32,0.009056166906274392
374,33,0.01389027781041413
374,34,0.05006609408858234
374,35,4.6470083585494215e-07
374,36,0.04480951904160719
374,37,1.584094502612864e-13
